No,0,0,0,0,0,20/07/2016 22:41:47,1,4310,discharging,337,unplugged
Si,23.74710303,-99.13124328,233,9,0,20/07/2016 22:44:57,1,4328,discharging,327,unplugged
Si,23.74704429,-99.13123107,253,14,0,20/07/2016 22:47:33,1,4326,discharging,327,unplugged
Si,23.74700214,-99.13121942,268,16,0,20/07/2016 22:50:09,1,4330,discharging,326,unplugged
Si,23.74696199,-99.13121279,283,13,0,20/07/2016 22:52:45,1,4331,discharging,325,unplugged
Si,23.74697757,-99.13120162,278,22,0,20/07/2016 22:55:21,1,4329,discharging,324,unplugged
Si,23.74696463,-99.13119661,284,10,0,20/07/2016 22:57:56,1,4329,discharging,322,unplugged
Si,23.74695309,-99.13119713,287,20,0,20/07/2016 23:00:31,1,4314,discharging,321,unplugged
Si,23.74695153,-99.13119483,287,24,0,20/07/2016 23:03:06,1,4331,discharging,320,unplugged
Si,23.74694026,-99.13118995,291,11,0,20/07/2016 23:05:41,1,4331,discharging,320,unplugged
Si,23.74686196,-99.13120203,310,13,0.02,20/07/2016 23:08:16,1,4320,discharging,319,unplugged
Si,23.7470301,-99.13119173,269,18,0,20/07/2016 23:10:51,1,4331,discharging,317,unplugged
Si,23.74703029,-99.13118896,265,16,0,20/07/2016 23:13:27,1,4327,discharging,316,unplugged
Si,23.74702597,-99.13119871,269,15,0,20/07/2016 23:16:03,1,4322,discharging,315,unplugged
Si,23.74700774,-99.13118934,275,19,0,20/07/2016 23:18:38,1,4323,discharging,314,unplugged
Si,23.74700239,-99.13117762,273,44,0,20/07/2016 23:21:18,1,4328,discharging,313,unplugged
Si,23.74699312,-99.1311775,277,28,0,20/07/2016 23:23:55,1,4327,discharging,313,unplugged
Si,23.74698138,-99.13116722,281,26,0,20/07/2016 23:26:31,1,4327,discharging,312,unplugged
Si,23.74697484,-99.13116344,285,26,0,20/07/2016 23:29:07,1,4327,discharging,312,unplugged
Si,23.74697283,-99.13116376,284,49,0,20/07/2016 23:31:50,1,4327,discharging,312,unplugged
Si,23.74696437,-99.13115564,287,37,0,20/07/2016 23:34:27,1,4327,discharging,312,unplugged
Si,23.74697036,-99.13115505,285,34,0,20/07/2016 23:37:05,1,4327,discharging,312,unplugged
Si,23.74697121,-99.13115665,285,22,0,20/07/2016 23:39:41,1,4326,discharging,310,unplugged
Si,23.74697125,-99.13115573,285,23,0,20/07/2016 23:42:17,1,4326,discharging,310,unplugged
Si,23.7469679,-99.13115657,287,28,0,20/07/2016 23:44:53,1,4328,discharging,309,unplugged
Si,23.74697301,-99.13116198,285,23,0,20/07/2016 23:47:29,1,4328,discharging,309,unplugged
Si,23.74697872,-99.1311663,283,30,0,20/07/2016 23:50:05,1,4324,discharging,309,unplugged
Si,23.74697368,-99.13116202,286,40,0,20/07/2016 23:52:43,1,4324,discharging,309,unplugged
Si,23.74697847,-99.13116304,285,27,0,20/07/2016 23:55:21,1,4324,discharging,309,unplugged
Si,23.74698252,-99.13116508,284,23,0,20/07/2016 23:57:58,1,4324,discharging,309,unplugged
Si,23.74698929,-99.13116967,282,24,0,21/07/2016 00:00:34,1,4324,discharging,307,unplugged
Si,23.74699221,-99.13117214,281,30,0,21/07/2016 00:03:12,1,4324,discharging,307,unplugged
Si,23.74699047,-99.13116976,282,24,0,21/07/2016 00:05:49,1,4324,discharging,306,unplugged
Si,23.74699136,-99.13117009,281,20,0,21/07/2016 00:08:38,1,4324,discharging,306,unplugged
Si,23.74698896,-99.13117051,280,16,0,21/07/2016 00:11:13,1,4327,discharging,306,unplugged
Si,23.74698636,-99.13116866,280,18,0,21/07/2016 00:13:48,1,4327,discharging,306,unplugged
Si,23.74698705,-99.13117065,279,15,0,21/07/2016 00:16:23,1,4327,discharging,306,unplugged
Si,23.74698582,-99.13117016,278,18,0,21/07/2016 00:18:57,1,4327,discharging,306,unplugged
Si,23.7469862,-99.13117208,277,19,0,21/07/2016 00:21:32,1,4326,discharging,304,unplugged
Si,23.74698509,-99.13117187,276,20,0,21/07/2016 00:24:08,1,4326,discharging,304,unplugged
Si,23.74698423,-99.13117127,277,16,0,21/07/2016 00:26:44,0.99,4326,discharging,303,unplugged
Si,23.74698898,-99.13117406,276,16,0,21/07/2016 00:29:19,0.99,4326,discharging,303,unplugged
Si,23.74699131,-99.13117556,275,17,0,21/07/2016 00:31:54,0.99,4321,discharging,303,unplugged
Si,23.74699173,-99.13117581,274,16,0,21/07/2016 00:34:29,0.99,4321,discharging,303,unplugged
Si,23.74699158,-99.1311778,274,11,0,21/07/2016 00:37:04,0.99,4321,discharging,303,unplugged
Si,23.74699114,-99.1311763,274,25,0,21/07/2016 00:39:40,0.99,4323,discharging,302,unplugged
Si,23.74699313,-99.13117774,274,18,0,21/07/2016 00:42:16,0.99,4323,discharging,302,unplugged
Si,23.74699442,-99.13117966,274,15,0,21/07/2016 00:44:52,0.99,4323,discharging,302,unplugged
Si,23.74699558,-99.13118083,274,30,0,21/07/2016 00:47:28,0.99,4323,discharging,302,unplugged
Si,23.74699651,-99.13118023,274,24,0,21/07/2016 00:50:07,0.99,4310,discharging,301,unplugged
Si,23.7469938,-99.13117977,276,27,0,21/07/2016 00:52:50,0.99,4310,discharging,301,unplugged
Si,23.74699038,-99.13117787,278,31,0,21/07/2016 00:55:33,0.99,4310,discharging,301,unplugged
Si,23.74698906,-99.13117532,278,19,0,21/07/2016 00:58:14,0.99,4310,discharging,301,unplugged
Si,23.74698872,-99.13117453,278,29,0,21/07/2016 01:00:51,0.99,4322,discharging,301,unplugged
Si,23.74698366,-99.13117226,279,28,0,21/07/2016 01:03:41,0.99,4322,discharging,301,unplugged
Si,23.74697733,-99.13116987,279,38,0,21/07/2016 01:06:24,0.99,4322,discharging,301,unplugged
Si,23.74697807,-99.13117096,279,31,0,21/07/2016 01:09:01,0.99,4322,discharging,301,unplugged
Si,23.74696754,-99.13117118,279,60,0,21/07/2016 01:11:57,0.99,4321,discharging,300,unplugged
Si,23.74696414,-99.13116932,280,63,0,21/07/2016 01:14:52,0.99,4321,discharging,300,unplugged
Si,23.74695858,-99.13116657,281,29,0,21/07/2016 01:17:29,0.99,4321,discharging,300,unplugged
Si,23.74695189,-99.13116348,283,46,0,21/07/2016 01:20:07,0.99,4319,discharging,299,unplugged
Si,23.74694838,-99.13116331,283,28,0,21/07/2016 01:22:43,0.99,4319,discharging,299,unplugged
Si,23.74694085,-99.13115872,285,46,0,21/07/2016 01:25:25,0.99,4321,discharging,298,unplugged
Si,23.74693763,-99.13115617,286,38,0,21/07/2016 01:28:03,0.99,4321,discharging,298,unplugged
Si,23.74693385,-99.131154,287,27,0,21/07/2016 01:30:41,0.99,4319,discharging,298,unplugged
Si,23.74693416,-99.13115331,287,28,0,21/07/2016 01:33:18,0.99,4319,discharging,298,unplugged
Si,23.74693452,-99.13115361,287,32,0,21/07/2016 01:35:56,0.99,4319,discharging,298,unplugged
Si,23.74693412,-99.13115315,287,25,0,21/07/2016 01:38:32,0.99,4319,discharging,298,unplugged
Si,23.74693488,-99.13115415,287,21,0,21/07/2016 01:41:08,0.99,4317,discharging,297,unplugged
Si,23.74693624,-99.1311549,287,23,0,21/07/2016 01:43:44,0.99,4321,discharging,297,unplugged
